dataset_name,sensitive_name,classifier_name,tot_inputs_aFairSIFT,tot_inputs_bAFT,tot_inputs_cExpGA2,tot_inputs_dSBFT2,disc_inputs_aFairSIFT,disc_inputs_bAFT,disc_inputs_cExpGA2,disc_inputs_dSBFT2,disc_rate_aFairSIFT,disc_rate_bAFT,disc_rate_cExpGA2,disc_rate_dSBFT2,total_generated_aFairSIFT,total_generated_bAFT,total_generated_cExpGA2,total_generated_dSBFT2,duplicates_aFairSIFT,duplicates_bAFT,duplicates_cExpGA2,duplicates_dSBFT2,duplication_rate_aFairSIFT,duplication_rate_bAFT,duplication_rate_cExpGA2,duplication_rate_dSBFT2,elapsed_time_aFairSIFT,elapsed_time_bAFT,elapsed_time_cExpGA2,elapsed_time_dSBFT2,time_to_1000_disc_aFairSIFT,time_to_1000_disc_bAFT,time_to_1000_disc_cExpGA2,time_to_1000_disc_dSBFT2,egs_aFairSIFT,egs_bAFT,egs_cExpGA2,egs_dSBFT2,inference_count_aFairSIFT,inference_count_bAFT,inference_count_cExpGA2,inference_count_dSBFT2,IGR_aFairSIFT,IGR_bAFT,IGR_cExpGA2,IGR_dSBFT2
census,race,SVC,978592.0,922482.0,454013.0,486582.0,302935.0,54781.0,91388.0,11713.0,30.95,5.95,20.1,2.41,1000000.0,922482.0,1000012.0,1000060.0,21408.0,0.0,545999.0,513478.0,2.14,0.0,54.6,51.34,1771.14,3240.03,2679.24,1856.56,12.01,137.44,1775.62,63.7,171.04,16.95,34.1,6.31,5000.0,1729560.0,24179.0,201625.0,60.59,0.03,3.78,0.06
census,race,Sequential,987225.0,537921.0,471367.0,555252.0,719442.0,76450.0,176795.0,84640.0,72.87,14.22,37.37,15.22,1000000.0,537921.0,1000010.0,1000060.0,12775.0,0.0,528643.0,444808.0,1.28,0.0,52.86,44.48,57.54,3304.17,430.02,710.96,0.14,87.59,11.63,10.6,12496.64,23.14,419.95,119.08,5000.0,983751.0,44581.6,201625.0,143.89,0.08,3.97,0.42
census,sex,DecisionTreeClassifier,992742.0,1003285.0,556211.0,797767.0,858285.0,705417.0,418018.0,369281.0,86.46,70.31,75.15,46.27,1000000.0,1003285.0,1000126.0,1000060.0,7258.0,0.0,443915.0,202293.0,0.73,0.0,44.39,20.23,42.03,103.22,101.52,106.27,0.08,1.61,3.04,0.6,20421.81,6886.65,4119.14,3482.88,5000.0,501125.0,4997.0,201625.0,171.66,1.41,83.65,1.83
census,sex,LogisticRegression,985506.0,1000696.0,546911.0,514280.0,379826.0,145172.0,187337.0,37394.0,38.55,14.51,34.25,7.27,1000000.0,1000696.0,1000121.0,1000060.0,14494.0,0.0,453211.0,485780.0,1.45,0.0,45.32,48.58,39.06,204.41,61.44,100.1,0.13,9.86,4.67,1.78,9722.67,711.63,3050.02,374.72,5000.0,499316.0,4995.0,201625.0,75.97,0.29,37.5,0.19
census,sex,RandomForestClassifier,987071.0,1003235.0,556866.0,659850.0,806563.0,711937.0,328222.0,198910.0,81.7,70.97,58.92,29.63,1000000.0,1003237.0,1000052.0,1000060.0,12929.0,3.0,443186.0,340210.0,1.29,0.0,44.32,34.02,58.54,1494.11,117.79,642.02,0.14,21.22,19.01,6.96,13771.65,476.63,2784.54,309.87,5000.0,501310.0,4997.2,201625.0,161.31,1.42,65.68,0.99
census,sex,SVC,964503.0,22439.0,509095.0,472663.0,220675.0,420.0,95258.0,3836.0,22.89,1.87,18.7,0.81,1000000.0,22439.0,1000106.0,1000060.0,35497.0,0.0,491011.0,527397.0,3.55,0.0,49.1,52.74,724.53,3301.08,1868.88,807.83,8.02,,1472.31,142.68,304.7,0.13,51.11,4.75,5000.0,4050.0,4995.4,201625.0,44.14,0.1,19.07,0.02
census,sex,Sequential,985385.0,866659.0,537938.0,513786.0,451991.0,78550.0,181498.0,39800.0,45.87,9.07,33.69,7.74,1000000.0,866659.0,1000094.0,1000060.0,14615.0,0.0,462156.0,486274.0,1.46,0.0,46.21,48.62,55.38,3256.88,86.8,705.94,2.63,175.88,10.39,12.01,8152.83,24.22,2082.63,56.37,5000.0,406115.0,5178.0,201625.0,90.4,0.19,35.05,0.2
compas,age,DecisionTreeClassifier,983870.0,1008179.0,523342.0,793059.0,875232.0,956216.0,475200.0,493709.0,88.96,94.85,90.8,62.25,1000000.0,1008333.0,1000008.0,1000062.0,16130.0,154.0,476666.0,207003.0,1.61,0.02,47.67,20.7,42.61,95.38,108.85,112.47,0.06,0.98,1.28,0.23,20542.68,10055.13,4367.25,4400.98,5000.0,739285.0,4999.0,214299.0,175.05,1.29,95.06,2.3
compas,age,LogisticRegression,977488.0,899900.0,511022.0,572294.0,698528.0,857632.0,307146.0,143800.0,71.46,95.3,60.1,25.08,1000000.0,1005257.0,1000008.0,1000062.0,22512.0,105357.0,488986.0,427768.0,2.25,10.48,48.9,42.77,43.0,100.15,84.34,110.96,0.08,0.76,1.25,0.59,16246.05,8671.64,3649.45,1301.68,5000.0,772496.0,4999.0,214299.0,139.71,1.11,61.44,0.67
compas,age,RandomForestClassifier,969549.0,994512.0,510671.0,650484.0,724937.0,934325.0,349971.0,194343.0,74.77,93.95,68.54,29.87,1000000.0,1008024.0,1000024.0,1000062.0,30451.0,13512.0,489353.0,349578.0,3.05,1.34,48.93,34.96,70.92,2232.95,122.21,693.56,0.16,39.8,10.39,4.53,10230.16,419.04,2864.38,280.37,5000.0,846188.0,4999.0,214299.0,144.99,1.1,70.01,0.91
compas,age,SVC,982826.0,996116.0,524171.0,707366.0,887927.0,917492.0,377878.0,266729.0,90.34,92.11,72.09,37.69,1000000.0,1004641.0,1000032.0,1000062.0,17174.0,8525.0,475861.0,292696.0,1.72,0.85,47.58,29.27,1011.79,337.32,738.74,1368.52,1.87,3.12,130.59,7.01,877.58,2733.36,511.53,195.88,5000.0,1040633.0,4999.0,214299.0,177.59,0.88,75.59,1.24
compas,age,Sequential,982463.0,968135.0,518859.0,768103.0,897331.0,883771.0,366559.0,357501.0,91.34,91.21,70.65,46.54,1000000.0,984981.0,1000013.0,1000062.0,17537.0,16845.0,481155.0,231959.0,1.75,1.68,48.11,23.19,59.11,3095.68,116.39,753.99,0.1,46.82,2.47,2.7,15180.41,286.65,3150.78,474.16,5000.0,982584.0,4999.0,214299.0,179.47,0.9,73.33,1.67
compas,race,DecisionTreeClassifier,987902.0,1008864.0,527326.0,793224.0,945218.0,959785.0,476392.0,579877.0,95.68,95.13,90.34,73.1,1000000.0,1009168.0,1000059.0,1000062.0,12098.0,304.0,472733.0,206838.0,1.21,0.03,47.27,20.68,42.95,79.24,108.94,111.96,0.06,0.94,1.57,0.19,22008.63,12120.24,4374.07,5190.64,5000.0,621476.0,4998.0,214299.0,189.04,1.54,95.32,2.71
compas,race,LogisticRegression,968575.0,740826.0,488211.0,475973.0,420591.0,432901.0,208670.0,29163.0,43.42,61.75,42.74,6.11,1000000.0,1004321.0,1000060.0,1000062.0,31425.0,263496.0,511849.0,524089.0,3.14,26.28,51.18,52.41,41.91,183.28,64.75,104.2,0.12,2.26,1.53,0.98,10036.91,2440.05,3222.85,281.23,5000.0,747854.0,4998.0,214299.0,84.12,0.58,41.75,0.14
compas,race,RandomForestClassifier,980999.0,1007996.0,520394.0,783355.0,858122.0,979813.0,427297.0,418034.0,87.47,97.2,82.11,53.36,1000000.0,1008395.0,1000070.0,1000062.0,19001.0,399.0,479676.0,216707.0,1.9,0.04,47.96,21.67,65.71,1756.81,131.07,690.4,0.1,25.6,12.44,1.97,13058.75,558.05,3261.0,605.64,5000.0,649272.0,4998.0,214299.0,171.62,1.51,85.49,1.95
compas,race,SVC,979141.0,968703.0,515938.0,599448.0,828721.0,527900.0,323069.0,138718.0,84.64,55.1,62.62,23.13,1000000.0,1000524.0,1000107.0,1000062.0,20859.0,31821.0,484169.0,400614.0,2.09,3.18,48.41,40.06,687.05,496.63,591.49,814.33,1.42,4.22,171.82,6.0,1206.22,1144.03,546.51,170.41,5000.0,1109515.0,4998.0,214299.0,165.74,0.48,64.64,0.65
compas,race,Sequential,973074.0,500760.0,505479.0,628242.0,637350.0,141584.0,274865.0,170062.0,65.5,28.23,54.38,27.06,1000000.0,500773.0,1000068.0,1000062.0,26926.0,12.0,494589.0,371820.0,2.69,0.0,49.46,37.18,57.53,3310.02,99.02,754.61,0.14,61.13,3.06,4.79,11077.53,42.77,2779.45,225.35,5000.0,1039877.0,4998.0,214299.0,127.47,0.14,54.99,0.79
compas,sex,DecisionTreeClassifier,979885.0,1008907.0,515670.0,788063.0,809041.0,948399.0,433209.0,420856.0,82.56,94.0,84.01,53.4,1000000.0,1009311.0,1000076.0,1000062.0,20115.0,403.0,484407.0,211999.0,2.01,0.04,48.44,21.2,42.63,66.05,116.74,110.78,0.07,0.65,5.55,0.34,18977.26,14359.37,3718.16,3806.45,5000.0,508394.0,5389.0,214299.0,161.81,1.87,80.39,1.96
compas,sex,LogisticRegression,962451.0,987113.0,474276.0,463791.0,363381.0,586675.0,165409.0,17324.0,37.76,59.44,34.88,3.73,1000000.0,1005503.0,1000111.0,1000062.0,37549.0,18390.0,525835.0,536271.0,3.75,1.83,52.58,53.62,39.66,186.98,64.42,103.96,0.13,10.98,5.2,1.67,9163.9,3142.2,2569.07,166.9,5000.0,502581.0,6010.6,214299.0,72.68,1.17,27.52,0.08
compas,sex,RandomForestClassifier,949255.0,995675.0,502264.0,516624.0,611217.0,785647.0,292605.0,68983.0,64.31,78.87,58.22,13.35,1000000.0,1004175.0,1000113.0,1000062.0,50745.0,8500.0,497849.0,483438.0,5.07,0.85,49.78,48.34,58.71,1439.03,140.99,680.79,0.17,26.53,43.38,5.39,10433.36,547.27,2075.4,101.3,5000.0,501682.0,5040.8,214299.0,122.24,1.57,58.05,0.32
compas,sex,SVC,901643.0,716485.0,427648.0,452960.0,352735.0,13161.0,103758.0,2374.0,39.08,1.83,24.24,0.52,1000000.0,716496.0,1000042.0,1000062.0,98357.0,11.0,572394.0,547102.0,9.84,0.0,57.24,54.71,241.06,3300.96,500.93,375.55,3.34,274.34,361.21,148.76,1462.45,3.99,207.26,6.3,5000.0,265549.0,4996.0,214299.0,70.55,0.05,20.77,0.01
compas,sex,Sequential,965118.0,1000482.0,498822.0,561148.0,563626.0,298435.0,221754.0,104999.0,58.4,29.83,44.46,18.7,1000000.0,1001004.0,1000079.0,1000062.0,34882.0,522.0,501256.0,438914.0,3.49,0.05,50.12,43.89,56.25,1938.42,107.16,748.32,0.14,40.16,10.64,5.39,10020.19,153.85,2073.25,140.32,5000.0,500936.0,6101.6,214299.0,112.73,0.6,36.34,0.49
credit,age,DecisionTreeClassifier,974104.0,1002152.0,564970.0,724085.0,802319.0,896471.0,505040.0,450540.0,82.36,89.46,89.39,62.22,1000000.0,1002156.0,1000059.0,1000086.0,25896.0,4.0,435089.0,276001.0,2.59,0.0,43.51,27.6,43.6,103.96,136.6,123.39,0.06,0.92,2.87,0.29,18401.87,8637.81,3697.26,3665.49,5000.0,861305.0,4998.2,282633.0,160.46,1.04,101.04,1.59
credit,age,LogisticRegression,971285.0,1000813.0,561780.0,723172.0,601607.0,420502.0,345101.0,294998.0,61.94,42.02,61.43,40.79,1000000.0,1000813.0,1000011.0,1000086.0,28715.0,0.0,438232.0,276914.0,2.87,0.0,43.82,27.69,43.76,300.4,98.33,122.51,0.08,1.11,1.57,0.48,13747.7,1400.54,3522.38,2418.75,5000.0,2464736.0,4999.0,282633.0,120.32,0.17,69.03,1.04
credit,age,RandomForestClassifier,968250.0,571152.0,562163.0,723845.0,810125.0,308323.0,427737.0,338108.0,83.67,53.95,76.09,46.71,1000000.0,571152.0,1000049.0,1000086.0,31750.0,0.0,437886.0,276241.0,3.18,0.0,43.79,27.62,68.42,3308.36,161.86,881.4,0.13,36.24,13.08,3.09,11840.69,93.2,2653.24,383.68,5000.0,1177733.0,4998.2,282633.0,162.02,0.26,85.58,1.2
credit,age,SVC,971151.0,1001900.0,556489.0,476905.0,646655.0,794503.0,390107.0,85924.0,66.6,79.3,70.1,17.97,1000000.0,1001911.0,1000061.0,1000086.0,28849.0,11.0,443572.0,523181.0,2.88,0.0,44.35,52.31,139.26,345.36,176.38,261.94,12.67,4.36,19.62,2.23,4639.08,2301.44,2211.98,329.69,5000.0,1400056.0,4999.0,282633.0,129.33,0.57,78.04,0.3
credit,age,Sequential,971847.0,463385.0,561272.0,669195.0,865479.0,234203.0,423960.0,266709.0,89.06,50.46,75.54,39.85,1000000.0,463385.0,1000004.0,1000086.0,28153.0,0.0,438733.0,330891.0,2.82,0.0,43.87,33.09,60.73,3307.1,134.74,969.3,0.1,45.93,2.63,4.48,14248.39,70.83,3146.56,275.16,5000.0,1042934.0,4999.0,282633.0,173.1,0.22,84.81,0.94
credit,sex,DecisionTreeClassifier,967235.0,1003143.0,558364.0,486798.0,874949.0,825085.0,404213.0,94712.0,90.45,82.24,72.39,19.38,1000000.0,1003145.0,1000092.0,1000086.0,32765.0,1.0,441729.0,513288.0,3.28,0.0,44.17,51.32,44.45,96.65,107.58,123.06,0.3,4.17,3.41,1.07,19689.88,8599.7,3757.45,770.42,5000.0,501041.0,4997.0,282633.0,174.99,1.65,80.89,0.34
credit,sex,LogisticRegression,961246.0,1001057.0,547994.0,597578.0,323930.0,164027.0,163656.0,103714.0,33.7,16.39,29.86,17.34,1000000.0,1001057.0,1000000.0,1000086.0,38754.0,0.0,452006.0,402508.0,3.88,0.0,45.2,40.25,40.74,171.69,61.02,113.24,0.15,1.09,1.54,1.04,7950.79,956.06,2682.11,919.47,5000.0,500174.0,4998.0,282633.0,64.79,0.33,32.74,0.37
credit,sex,RandomForestClassifier,954675.0,1001317.0,552478.0,605756.0,625858.0,156409.0,290607.0,142044.0,65.56,15.62,52.6,23.44,1000000.0,1001317.0,1000059.0,1000086.0,45325.0,0.0,447582.0,394330.0,4.53,0.0,44.76,39.43,60.92,1746.8,108.82,870.29,0.43,26.58,8.43,10.23,10277.65,89.57,2670.45,163.24,5000.0,500600.0,4998.0,282633.0,125.17,0.31,58.14,0.5
credit,sex,SVC,931031.0,67859.0,446753.0,423117.0,112038.0,2647.0,43019.0,2649.0,12.03,3.47,9.52,0.63,1000000.0,67859.0,1000169.0,1000086.0,68969.0,0.0,553416.0,576969.0,6.9,0.0,55.33,57.69,63.78,3300.2,80.7,155.39,1.87,2288.26,29.47,46.99,1758.79,0.8,531.01,17.03,5000.0,23864.0,4998.0,282633.0,22.41,0.11,8.61,0.01
credit,sex,Sequential,961106.0,1001089.0,542503.0,471542.0,492838.0,160376.0,235763.0,45939.0,51.28,16.02,43.46,9.74,1000000.0,1001089.0,1000017.0,1000086.0,38894.0,0.0,457514.0,528544.0,3.89,0.0,45.75,52.85,59.26,2191.67,97.44,966.37,0.2,48.25,2.96,10.45,8358.87,73.21,2419.33,47.55,5000.0,499932.0,4998.0,282633.0,98.57,0.32,47.17,0.16
meps,sex,DecisionTreeClassifier,989636.0,1000902.0,766869.0,561797.0,883508.0,361746.0,661369.0,287307.0,89.28,36.14,86.24,51.14,1000000.0,1000902.0,1000015.0,1000004.0,10364.0,0.0,233146.0,438207.0,1.04,0.0,23.31,43.82,47.1,217.09,192.87,155.28,0.07,2.81,2.91,0.7,18757.74,1672.76,3429.07,1863.78,5000.0,500445.0,4998.0,443822.0,176.7,0.72,132.33,0.65
meps,sex,LogisticRegression,988356.0,1000384.0,764479.0,561811.0,514800.0,228182.0,426294.0,160685.0,52.09,22.81,55.76,28.6,1000000.0,1000384.0,1000000.0,1000004.0,11644.0,0.0,235521.0,438193.0,1.16,0.0,23.55,43.82,46.63,228.97,137.53,142.95,0.1,1.07,2.71,0.89,11040.75,997.52,3099.72,1135.2,5000.0,500101.0,4998.0,443822.0,102.96,0.46,85.29,0.36
meps,sex,RandomForestClassifier,986515.0,1001320.0,765039.0,559796.0,722512.0,142851.0,441214.0,166040.0,73.24,14.27,57.67,29.66,1000000.0,1001320.0,1000027.0,1000004.0,13485.0,0.0,234988.0,440208.0,1.35,0.0,23.5,44.02,69.77,1739.08,166.21,1333.36,0.19,26.05,12.87,19.49,10357.39,82.14,2654.5,124.5,5000.0,500319.0,4998.0,443822.0,144.5,0.29,88.28,0.37
meps,sex,SVC,986457.0,307823.0,754934.0,345296.0,219173.0,13449.0,189978.0,6909.0,22.22,4.34,25.16,1.98,1000000.0,307823.0,1000035.0,1000004.0,13543.0,0.0,245101.0,654708.0,1.35,0.0,24.51,65.47,383.75,3301.09,1233.22,589.27,1.86,249.23,877.72,56.32,571.21,4.07,154.25,11.67,5000.0,179607.0,7034.8,443822.0,43.83,0.07,27.01,0.02
meps,sex,Sequential,990442.0,1001256.0,765437.0,561808.0,737123.0,241059.0,508318.0,168370.0,74.42,24.08,66.41,29.97,1000000.0,1001256.0,1000000.0,1000004.0,9558.0,0.0,234563.0,438196.0,0.96,0.0,23.46,43.82,62.58,1952.0,163.77,1485.98,0.12,25.13,3.85,9.23,11779.07,123.53,3103.79,113.31,5000.0,500164.0,4998.0,443822.0,147.42,0.48,101.7,0.38
